student_id,course_id,exam_id,exam_result,minutes_watched,exam_category,exam_completion_time,exam_duration
258818,14,408,50,19.5,2,2.35,10
258818,14,402,100,19.5,2,4.23,16
258818,14,401,67,19.5,2,9,15
258818,14,408,100,5.9,2,0.65,10
258818,14,408,50,5.9,2,2.35,10
258818,14,402,100,5.9,2,4.23,16
258818,14,401,67,5.9,2,9,15
258818,14,408,100,24,2,0.65,10
258818,14,408,50,24,2,2.35,10
258818,14,402,100,24,2,4.23,16
258818,14,401,67,24,2,9,15
258818,14,408,100,27.8,2,0.65,10
258818,14,408,50,27.8,2,2.35,10
258818,14,402,100,27.8,2,4.23,16
258818,14,401,67,27.8,2,9,15
258818,14,408,100,18.6,2,0.65,10
258818,14,408,50,18.6,2,2.35,10
258818,14,402,100,18.6,2,4.23,16
258818,14,401,67,18.6,2,9,15
258818,14,408,100,11.7,2,0.65,10
258818,14,408,50,11.7,2,2.35,10
258818,14,402,100,11.7,2,4.23,16
258818,14,401,67,11.7,2,9,15
258818,14,408,100,6.9,2,0.65,10
258818,14,408,50,6.9,2,2.35,10
258818,14,402,100,6.9,2,4.23,16
258818,14,401,67,6.9,2,9,15
258818,14,408,100,3.8,2,0.65,10
258818,14,408,50,3.8,2,2.35,10
258818,14,402,100,3.8,2,4.23,16
258818,14,401,67,3.8,2,9,15
258818,14,408,100,7.6,2,0.65,10
258818,14,408,50,7.6,2,2.35,10
258818,14,402,100,7.6,2,4.23,16
258818,14,401,67,7.6,2,9,15
258818,14,408,100,4.9,2,0.65,10
258818,14,408,50,4.9,2,2.35,10
258818,14,402,100,4.9,2,4.23,16
258818,14,401,67,4.9,2,9,15
258818,14,408,100,20.2,2,0.65,10
258818,14,408,50,20.2,2,2.35,10
258818,14,402,100,20.2,2,4.23,16
258818,14,401,67,20.2,2,9,15
258818,14,408,100,15.9,2,0.65,10
258818,14,408,50,15.9,2,2.35,10
258818,14,402,100,15.9,2,4.23,16
258818,14,401,67,15.9,2,9,15
258818,14,408,100,22,2,0.65,10
258818,14,408,50,22,2,2.35,10
258818,14,402,100,22,2,4.23,16
258818,14,401,67,22,2,9,15
258818,14,408,100,4.9,2,0.65,10
258818,14,408,50,4.9,2,2.35,10
258818,14,402,100,4.9,2,4.23,16
258818,14,401,67,4.9,2,9,15
258818,14,408,100,7.8,2,0.65,10
258818,14,408,50,7.8,2,2.35,10
258818,14,402,100,7.8,2,4.23,16
258818,14,401,67,7.8,2,9,15
258818,14,408,100,2,2,0.65,10
258818,14,408,50,2,2,2.35,10
258818,14,402,100,2,2,4.23,16
258818,14,401,67,2,2,9,15
258818,16,408,100,40,2,0.65,10
258818,16,408,50,40,2,2.35,10
258818,16,402,100,40,2,4.23,16
258818,16,401,67,40,2,9,15
258818,19,408,100,15.6,2,0.65,10
258818,19,408,50,15.6,2,2.35,10
258818,19,402,100,15.6,2,4.23,16
258818,19,401,67,15.6,2,9,15
258818,19,408,100,12,2,0.65,10
258818,19,408,50,12,2,2.35,10
258818,19,402,100,12,2,4.23,16
258818,19,401,67,12,2,9,15
258818,19,408,100,10.2,2,0.65,10
258818,19,408,50,10.2,2,2.35,10
258818,19,402,100,10.2,2,4.23,16
258818,19,401,67,10.2,2,9,15
258818,21,408,100,4.1,2,0.65,10
258818,21,408,50,4.1,2,2.35,10
258818,21,402,100,4.1,2,4.23,16
258818,21,401,67,4.1,2,9,15
258818,22,408,100,28.7,2,0.65,10
258818,22,408,50,28.7,2,2.35,10
258818,22,402,100,28.7,2,4.23,16
258818,22,401,67,28.7,2,9,15
258818,23,408,100,15.5,2,0.65,10
258818,23,408,50,15.5,2,2.35,10
258818,23,402,100,15.5,2,4.23,16
258818,23,401,67,15.5,2,9,15
258818,28,408,100,15.1,2,0.65,10
258818,28,408,50,15.1,2,2.35,10
258818,28,402,100,15.1,2,4.23,16
258818,28,401,67,15.1,2,9,15
258818,28,408,100,32.7,2,0.65,10
258818,28,408,50,32.7,2,2.35,10
258818,28,402,100,32.7,2,4.23,16
258818,28,401,67,32.7,2,9,15
258818,28,408,100,15.7,2,0.65,10
258818,28,408,50,15.7,2,2.35,10
258818,28,402,100,15.7,2,4.23,16
258818,28,401,67,15.7,2,9,15
258818,28,408,100,12.8,2,0.65,10
258818,28,408,50,12.8,2,2.35,10
258818,28,402,100,12.8,2,4.23,16
258818,28,401,67,12.8,2,9,15
258818,28,408,100,3,2,0.65,10
258818,28,408,50,3,2,2.35,10
258818,28,402,100,3,2,4.23,16
258818,28,401,67,3,2,9,15
258818,28,408,100,11.1,2,0.65,10
258818,28,408,50,11.1,2,2.35,10
258818,28,402,100,11.1,2,4.23,16
258818,28,401,67,11.1,2,9,15
258818,28,408,100,17.8,2,0.65,10
258818,28,408,50,17.8,2,2.35,10
258818,28,402,100,17.8,2,4.23,16
258818,28,401,67,17.8,2,9,15
258818,28,408,100,2.7,2,0.65,10
258818,28,408,50,2.7,2,2.35,10
258818,28,402,100,2.7,2,4.23,16
258818,28,401,67,2.7,2,9,15
258818,35,408,100,20.9,2,0.65,10
258818,35,408,50,20.9,2,2.35,10
258818,35,402,100,20.9,2,4.23,16
258818,35,401,67,20.9,2,9,15
258818,35,408,100,4.8,2,0.65,10
258818,35,408,50,4.8,2,2.35,10
258818,35,402,100,4.8,2,4.23,16
258818,35,401,67,4.8,2,9,15
258818,35,408,100,6.7,2,0.65,10
258818,35,408,50,6.7,2,2.35,10
258818,35,402,100,6.7,2,4.23,16
258818,35,401,67,6.7,2,9,15
258818,35,408,100,5.8,2,0.65,10
258818,35,408,50,5.8,2,2.35,10
258818,35,402,100,5.8,2,4.23,16
258818,35,401,67,5.8,2,9,15
258818,39,408,100,12.8,2,0.65,10
258818,39,408,50,12.8,2,2.35,10
258818,39,402,100,12.8,2,4.23,16
258818,39,401,67,12.8,2,9,15
258832,13,531,17,46.3,2,6.47,18
258832,13,530,100,46.3,2,12.62,16
258832,21,531,17,0.9,2,6.47,18
258832,21,530,100,0.9,2,12.62,16
258832,21,531,17,13.2,2,6.47,18
258832,21,530,100,13.2,2,12.62,16
258832,21,531,17,14.4,2,6.47,18
258832,21,530,100,14.4,2,12.62,16
258832,21,531,17,42.3,2,6.47,18
258832,21,530,100,42.3,2,12.62,16
258832,23,531,17,70.4,2,6.47,18
258832,23,530,100,70.4,2,12.62,16
258832,23,531,17,36.2,2,6.47,18
258832,23,530,100,36.2,2,12.62,16
258832,23,531,17,71,2,6.47,18
258832,23,530,100,71,2,12.62,16
258832,23,531,17,3.6,2,6.47,18
258832,23,530,100,3.6,2,12.62,16
258832,39,531,17,0.1,2,6.47,18
258832,39,530,100,0.1,2,12.62,16
258832,39,531,17,0.3,2,6.47,18
258832,39,530,100,0.3,2,12.62,16
258908,21,449,100,15,2,3.45,15
258908,21,448,100,15,2,3.18,10
258908,21,449,100,205.8,2,3.45,15
258908,21,448,100,205.8,2,3.18,10
258908,24,449,100,138.5,2,3.45,15
258908,24,448,100,138.5,2,3.18,10
258908,45,449,100,7.4,2,3.45,15
258908,45,448,100,7.4,2,3.18,10
258908,45,449,100,41.5,2,3.45,15
258908,45,448,100,41.5,2,3.18,10
258908,45,449,100,6.3,2,3.45,15
258908,45,448,100,6.3,2,3.18,10
258908,45,449,100,71.8,2,3.45,15
258908,45,448,100,71.8,2,3.18,10
258908,45,449,100,28.4,2,3.45,15
258908,45,448,100,28.4,2,3.18,10
258908,45,449,100,38.4,2,3.45,15
258908,45,448,100,38.4,2,3.18,10
258908,45,449,100,5.7,2,3.45,15
258908,45,448,100,5.7,2,3.18,10
258913,2,684,100,60.6,2,5.67,8
258913,2,401,100,60.6,2,0.47,15
258913,2,401,33,60.6,2,9.98,15
258913,2,684,100,3.4,2,5.67,8
258913,2,401,100,3.4,2,0.47,15
258913,2,401,33,3.4,2,9.98,15
258913,2,684,100,52.4,2,5.67,8
258913,2,401,100,52.4,2,0.47,15
258913,2,401,33,52.4,2,9.98,15
258913,2,684,100,12.6,2,5.67,8
258913,2,401,100,12.6,2,0.47,15
258913,2,401,33,12.6,2,9.98,15
258913,7,684,100,45.5,2,5.67,8
258913,7,401,100,45.5,2,0.47,15
258913,7,401,33,45.5,2,9.98,15
258913,7,684,100,100,2,5.67,8
258913,7,401,100,100,2,0.47,15
258913,7,401,33,100,2,9.98,15
258913,14,684,100,28.8,2,5.67,8
258913,14,401,100,28.8,2,0.47,15
258913,14,401,33,28.8,2,9.98,15
258913,14,684,100,70.9,2,5.67,8
258913,14,401,100,70.9,2,0.47,15
258913,14,401,33,70.9,2,9.98,15
258913,14,684,100,0.4,2,5.67,8
258913,14,401,100,0.4,2,0.47,15
258913,14,401,33,0.4,2,9.98,15
258913,14,684,100,47,2,5.67,8
258913,14,401,100,47,2,0.47,15
258913,14,401,33,47,2,9.98,15
258913,14,684,100,0.2,2,5.67,8
258913,14,401,100,0.2,2,0.47,15
258913,14,401,33,0.2,2,9.98,15
258913,14,684,100,0.1,2,5.67,8
258913,14,401,100,0.1,2,0.47,15
258913,14,401,33,0.1,2,9.98,15
258913,14,684,100,37.2,2,5.67,8
258913,14,401,100,37.2,2,0.47,15
258913,14,401,33,37.2,2,9.98,15
258913,14,684,100,132.3,2,5.67,8
258913,14,401,100,132.3,2,0.47,15
258913,14,401,33,132.3,2,9.98,15
258913,14,684,100,64.1,2,5.67,8
258913,14,401,100,64.1,2,0.47,15
258913,14,401,33,64.1,2,9.98,15
258913,14,684,100,22.2,2,5.67,8
258913,14,401,100,22.2,2,0.47,15
258913,14,401,33,22.2,2,9.98,15
258913,14,684,100,3.7,2,5.67,8
258913,14,401,100,3.7,2,0.47,15
258913,14,401,33,3.7,2,9.98,15
258913,14,684,100,28.1,2,5.67,8
258913,14,401,100,28.1,2,0.47,15
258913,14,401,33,28.1,2,9.98,15
258913,14,684,100,19.3,2,5.67,8
258913,14,401,100,19.3,2,0.47,15
258913,14,401,33,19.3,2,9.98,15
258913,14,684,100,55.7,2,5.67,8
258913,14,401,100,55.7,2,0.47,15
258913,14,401,33,55.7,2,9.98,15
258913,14,684,100,79.2,2,5.67,8
258913,14,401,100,79.2,2,0.47,15
258913,14,401,33,79.2,2,9.98,15
258913,14,684,100,44.4,2,5.67,8
258913,14,401,100,44.4,2,0.47,15
258913,14,401,33,44.4,2,9.98,15
258913,14,684,100,2.3,2,5.67,8
258913,14,401,100,2.3,2,0.47,15
258913,14,401,33,2.3,2,9.98,15
258913,14,684,100,32.5,2,5.67,8
258913,14,401,100,32.5,2,0.47,15
258913,14,401,33,32.5,2,9.98,15
258913,14,684,100,31.4,2,5.67,8
258913,14,401,100,31.4,2,0.47,15
258913,14,401,33,31.4,2,9.98,15
258913,14,684,100,20.4,2,5.67,8
258913,14,401,100,20.4,2,0.47,15
258913,14,401,33,20.4,2,9.98,15
258913,14,684,100,21.7,2,5.67,8
258913,14,401,100,21.7,2,0.47,15
258913,14,401,33,21.7,2,9.98,15
258913,14,684,100,8.5,2,5.67,8
258913,14,401,100,8.5,2,0.47,15
258913,14,401,33,8.5,2,9.98,15
258913,14,684,100,14.7,2,5.67,8
258913,14,401,100,14.7,2,0.47,15
258913,14,401,33,14.7,2,9.98,15
258913,21,684,100,87.1,2,5.67,8
258913,21,401,100,87.1,2,0.47,15
258913,21,401,33,87.1,2,9.98,15
258913,23,684,100,5.1,2,5.67,8
258913,23,401,100,5.1,2,0.47,15
258913,23,401,33,5.1,2,9.98,15
258913,23,684,100,29.2,2,5.67,8
258913,23,401,100,29.2,2,0.47,15
258913,23,401,33,29.2,2,9.98,15
258913,23,684,100,5.8,2,5.67,8
258913,23,401,100,5.8,2,0.47,15
258913,23,401,33,5.8,2,9.98,15
258913,23,684,100,126.3,2,5.67,8
258913,23,401,100,126.3,2,0.47,15
258913,23,401,33,126.3,2,9.98,15
258913,23,684,100,32.9,2,5.67,8
258913,23,401,100,32.9,2,0.47,15
258913,23,401,33,32.9,2,9.98,15
258913,23,684,100,0.1,2,5.67,8
258913,23,401,100,0.1,2,0.47,15
258913,23,401,33,0.1,2,9.98,15
258913,30,684,100,5.5,2,5.67,8
258913,30,401,100,5.5,2,0.47,15
258913,30,401,33,5.5,2,9.98,15
258913,30,684,100,1.5,2,5.67,8
258913,30,401,100,1.5,2,0.47,15
258913,30,401,33,1.5,2,9.98,15
258913,46,684,100,26.2,2,5.67,8
258913,46,401,100,26.2,2,0.47,15
258913,46,401,33,26.2,2,9.98,15
258913,46,684,100,40.5,2,5.67,8
258913,46,401,100,40.5,2,0.47,15
258913,46,401,33,40.5,2,9.98,15
258913,46,684,100,63.5,2,5.67,8
258913,46,401,100,63.5,2,0.47,15
258913,46,401,33,63.5,2,9.98,15
258956,7,684,100,12.3,2,5.18,8
258956,7,684,100,55.9,2,5.18,8
258956,7,684,100,15.7,2,5.18,8
258956,14,684,100,95.7,2,5.18,8
258956,14,684,100,64.7,2,5.18,8
258956,14,684,100,63,2,5.18,8
258956,14,684,100,53.4,2,5.18,8
258956,14,684,100,52.1,2,5.18,8
258956,14,684,100,10.7,2,5.18,8
258956,14,684,100,36.4,2,5.18,8
258956,14,684,100,0.1,2,5.18,8
258956,21,684,100,49.5,2,5.18,8
258956,23,684,100,14.8,2,5.18,8
258956,23,684,100,24.4,2,5.18,8
258956,23,684,100,82,2,5.18,8
258956,23,684,100,41.5,2,5.18,8
258956,7,684,100,44.7,2,5.18,8
258971,7,367,67,61,1,6.42,10
258971,7,365,100,61,2,0.42,20
258971,7,365,67,61,2,10.4,20
258971,7,367,67,9.3,1,6.42,10
258971,7,365,100,9.3,2,0.42,20
258971,7,365,67,9.3,2,10.4,20
258971,7,367,67,7.2,1,6.42,10
258971,7,365,100,7.2,2,0.42,20
258971,7,365,67,7.2,2,10.4,20
258971,7,367,67,18.1,1,6.42,10
258971,7,365,100,18.1,2,0.42,20
258971,7,365,67,18.1,2,10.4,20
258971,7,367,67,8.9,1,6.42,10
258971,7,365,100,8.9,2,0.42,20
258971,7,365,67,8.9,2,10.4,20
258971,7,367,67,32.6,1,6.42,10
258971,7,365,100,32.6,2,0.42,20
258971,7,365,67,32.6,2,10.4,20
258971,14,367,67,7.7,1,6.42,10
258971,14,365,100,7.7,2,0.42,20
258971,14,365,67,7.7,2,10.4,20
258971,14,367,67,4.4,1,6.42,10
258971,14,365,100,4.4,2,0.42,20
258971,14,365,67,4.4,2,10.4,20
258971,14,367,67,11.7,1,6.42,10
258971,14,365,100,11.7,2,0.42,20
258971,14,365,67,11.7,2,10.4,20
258971,14,367,67,0.3,1,6.42,10
258971,14,365,100,0.3,2,0.42,20
258971,14,365,67,0.3,2,10.4,20
258971,14,367,67,3.2,1,6.42,10
258971,14,365,100,3.2,2,0.42,20
258971,14,365,67,3.2,2,10.4,20
258971,20,367,67,24.6,1,6.42,10
258971,20,365,100,24.6,2,0.42,20
258971,20,365,67,24.6,2,10.4,20
258971,20,367,67,18.9,1,6.42,10
258971,20,365,100,18.9,2,0.42,20
258971,20,365,67,18.9,2,10.4,20
258971,21,367,67,23.9,1,6.42,10
258971,21,365,100,23.9,2,0.42,20
258971,21,365,67,23.9,2,10.4,20
258971,21,367,67,3.7,1,6.42,10
258971,21,365,100,3.7,2,0.42,20
258971,21,365,67,3.7,2,10.4,20
258971,21,367,67,67.9,1,6.42,10
258971,21,365,100,67.9,2,0.42,20
258971,21,365,67,67.9,2,10.4,20
258971,21,367,67,5.8,1,6.42,10
258971,21,365,100,5.8,2,0.42,20
258971,21,365,67,5.8,2,10.4,20
258971,21,367,67,4.7,1,6.42,10
258971,21,365,100,4.7,2,0.42,20
258971,21,365,67,4.7,2,10.4,20
258971,22,367,67,22,1,6.42,10
258971,22,365,100,22,2,0.42,20
258971,22,365,67,22,2,10.4,20
258971,7,367,67,0.3,1,6.42,10
258971,7,365,100,0.3,2,0.42,20
258971,7,365,67,0.3,2,10.4,20
258984,7,366,100,34.7,2,0.5,20
258984,7,366,33,34.7,2,4.22,20
258984,7,365,100,34.7,2,0.42,20
258984,7,365,50,34.7,2,4.02,20
258984,7,366,100,37.7,2,0.5,20
258984,7,366,33,37.7,2,4.22,20
258984,7,365,100,37.7,2,0.42,20
258984,7,365,50,37.7,2,4.02,20
258984,7,366,100,11.1,2,0.5,20
258984,7,366,33,11.1,2,4.22,20
258984,7,365,100,11.1,2,0.42,20
258984,7,365,50,11.1,2,4.02,20
258984,7,366,100,56.7,2,0.5,20
258984,7,366,33,56.7,2,4.22,20
258984,7,365,100,56.7,2,0.42,20
258984,7,365,50,56.7,2,4.02,20
258984,20,366,100,29.3,2,0.5,20
258984,20,366,33,29.3,2,4.22,20
258984,20,365,100,29.3,2,0.42,20
258984,20,365,50,29.3,2,4.02,20
258984,20,366,100,0.1,2,0.5,20
258984,20,366,33,0.1,2,4.22,20
258984,20,365,100,0.1,2,0.42,20
258984,20,365,50,0.1,2,4.02,20
258984,20,366,100,25.7,2,0.5,20
258984,20,366,33,25.7,2,4.22,20
258984,20,365,100,25.7,2,0.42,20
258984,20,365,50,25.7,2,4.02,20
258984,21,366,100,28.3,2,0.5,20
258984,21,366,33,28.3,2,4.22,20
258984,21,365,100,28.3,2,0.42,20
258984,21,365,50,28.3,2,4.02,20
258984,23,366,100,7.1,2,0.5,20
258984,23,366,33,7.1,2,4.22,20
258984,23,365,100,7.1,2,0.42,20
258984,23,365,50,7.1,2,4.02,20
258984,23,366,100,30.8,2,0.5,20
258984,23,366,33,30.8,2,4.22,20
258984,23,365,100,30.8,2,0.42,20
258984,23,365,50,30.8,2,4.02,20
258984,23,366,100,50,2,0.5,20
258984,23,366,33,50,2,4.22,20
258984,23,365,100,50,2,0.42,20
258984,23,365,50,50,2,4.02,20
258984,30,366,100,6.5,2,0.5,20
258984,30,366,33,6.5,2,4.22,20
258984,30,365,100,6.5,2,0.42,20
258984,30,365,50,6.5,2,4.02,20
258984,30,366,100,11.9,2,0.5,20
258984,30,366,33,11.9,2,4.22,20
258984,30,365,100,11.9,2,0.42,20
258984,30,365,50,11.9,2,4.02,20
258984,30,366,100,17.6,2,0.5,20
258984,30,366,33,17.6,2,4.22,20
258984,30,365,100,17.6,2,0.42,20
258984,30,365,50,17.6,2,4.02,20
258984,35,366,100,0.3,2,0.5,20
258984,35,366,33,0.3,2,4.22,20
258984,35,365,100,0.3,2,0.42,20
258984,35,365,50,0.3,2,4.02,20
258984,35,366,100,11.2,2,0.5,20
258984,35,366,33,11.2,2,4.22,20
258984,35,365,100,11.2,2,0.42,20
258984,35,365,50,11.2,2,4.02,20
258984,35,366,100,16.2,2,0.5,20
258984,35,366,33,16.2,2,4.22,20
258984,35,365,100,16.2,2,0.42,20
258984,35,365,50,16.2,2,4.02,20
258984,35,366,100,39.7,2,0.5,20
258984,35,366,33,39.7,2,4.22,20
258984,35,365,100,39.7,2,0.42,20
258984,35,365,50,39.7,2,4.02,20
258984,7,366,100,19.8,2,0.5,20
258984,7,366,33,19.8,2,4.22,20
258984,7,365,100,19.8,2,0.42,20
258984,7,365,50,19.8,2,4.02,20
259174,2,530,83,73,2,10.3,16
259174,2,540,100,73,2,1.13,8
259174,2,540,17,73,2,7.63,8
259174,2,542,100,73,2,1.23,10
259174,2,542,83,73,2,7.37,10
259174,2,541,100,73,2,5.15,10
259174,2,541,33,73,2,4.17,10
259174,2,539,100,73,2,0.53,10
259174,2,539,67,73,2,10,10
259174,2,367,100,73,1,5.35,10
259174,2,366,100,73,2,4.33,20
259174,2,365,100,73,2,0.48,20
259174,2,365,67,73,2,3.33,20
259174,2,714,100,73,2,16.38,20
259174,2,713,100,73,2,8.03,18
259174,2,712,100,73,2,4.03,10
259174,2,757,100,73,2,0.68,8
259174,2,757,83,73,2,5.37,8
259174,2,756,100,73,2,6.23,8
259174,2,755,100,73,2,0.7,10
259174,2,755,67,73,2,5.87,10
259174,2,530,83,43.5,2,10.3,16
259174,2,540,100,43.5,2,1.13,8
259174,2,540,17,43.5,2,7.63,8
259174,2,542,100,43.5,2,1.23,10
259174,2,542,83,43.5,2,7.37,10
259174,2,541,100,43.5,2,5.15,10
259174,2,541,33,43.5,2,4.17,10
259174,2,539,100,43.5,2,0.53,10
259174,2,539,67,43.5,2,10,10
259174,2,367,100,43.5,1,5.35,10
259174,2,366,100,43.5,2,4.33,20
259174,2,365,100,43.5,2,0.48,20
